NACA1810;;;;;;NACA651210;;;;;;NACA650810;;;;;;NACA650410;;;;;
X18_8;Y18_8;X18_14;Y18_14;X18_21;Y18_21;X12_5;Y12_5;X12_16;Y12_16;X12_25;Y12_25;X8_9;Y8_9;X8_13;Y8_13;X8_22;Y8_22;X4_4;Y4_4;X4_6;Y4_6;X4_15;Y4_15
0.807926057229678;1.30909090909091;0.797820568588526;1.19692461570384;0.699564586357039;1.03614906464348;0.702504270345323;1.35121997023245;0.798036465638149;0.503333333333333;0.793152639087019;0.563380281690141;0.907821345585608;0.50929023996053;0.804878048780488;0.597577388963661;0.906377204884667;0.597161612086986;0.704020629877587;1.21816746978758;0.704011065006915;1.23620909831562;0.692139737991266;0.92022792022792
0.699716844310412;1.67603305785124;0.698740960296629;1.41548473263013;0.597968069666183;1.05304937649951;0.799001088813193;1.19224445354563;0.900420757363254;0.463333333333333;0.902995720399429;0.563380281690141;0.90223091280775;0.837898853435251;0.909214092140921;0.487752355316285;0.902306648575306;0.895557592871027;0.601980535252634;1.24821405638411;0.607883817427386;1.29027643570359;0.586608442503639;1.02564102564103
0.599476660757998;1.70909090909091;0.584325028479219;1.71694326431181;0.497822931785196;1.30319430280924;0.901133764197025;0.955612782067546;0.904628330995792;0.736666666666667;0.910128388017118;0.955492957746479;0.810289878994883;0.925174905087802;0.921409214092141;0.791386271870794;0.804613297150611;0.913277347904214;0.5013363634164;1.33152682312169;0.505532503457815;1.34628545444211;0.491266375545851;1.17378917378917
0.492341751268062;1.80165289256198;0.48800205537803;1.80939546013852;0.387518142235123;1.62908173843869;0.905177356681217;0.587666643358739;0.816269284712482;0.836666666666666;0.794579172610556;0.928450704225352;0.712832782210742;1.20897879372174;0.800813008130081;0.868909825033647;0.694708276797829;0.935374234478713;0.406842627387261;1.38633037956071;0.406639004149378;1.41378805964493;0.394468704512373;1.33903133903134
0.400534849635888;1.90082644628099;0.395864393697473;1.88859252985114;0.287373004354136;1.96085931780965;0.800079912894944;0.615025622071941;0.697054698457223;1.01333333333333;0.697574893009986;0.914929577464789;0.604675502767101;1.29630708562867;0.708672086720867;1.0207267833109;0.58887381275441;0.944480545674576;0.297945760024122;1.40113348930444;0.304287690179806;1.46979707838345;0.299854439592431;1.45299145299145
0.291941956920432;1.93719008264463;0.295359909827318;2.00757583334177;0.18577648766328;2.14102493578812;0.699255811165829;0.66262334055879;0.607293127629734;1.29333333333333;0.600570613409415;0.914929577464789;0.516808483236864;1.34813377132917;0.609756097560975;1.22422611036339;0.496607869742198;1.0162308848876;0.19863143729794;1.40265783698972;0.205394190871369;1.50469694386025;0.200873362445415;1.61823361823362
0.206860962115457;1.83140495867769;0.204591064112951;1.99052898863002;0.142235123367199;2.21657279955316;0.602703053671498;0.727084278136831;0.507713884992987;1.35;0.485021398002853;0.964507042253521;0.396507158547358;1.40328641989193;0.51490514905149;1.34374158815612;0.39348710990502;1.16802816384906;0.147951064530719;1.41197590078898;0.161134163208852;1.54322287273347;0.148471615720524;1.75498575498575
0.156618092804469;1.74214876033058;0.144548074572932;1.99354905610515;0.084179970972424;2.2745433234459;0.50047847845848;0.808441998221938;0.403927068723703;1.44;0.396576319543509;1.10422535211268;0.34377715178152;1.45177843602111;0.409214092140921;1.41157469717362;0.343283582089552;1.26121823315853;0.099315253341374;1.40037782976815;0.114799446749654;1.5510718278103;0.101892285298399;1.90883190883191
0.102101030563933;1.5702479338843;0.097056268480228;1.94020876830072;0.037735849056604;2.32675064635018;0.405326194448051;0.83914293420172;0.311360448807854;1.53333333333333;0.302425106990014;1.28;0.264040021839329;1.46492121335246;0.340108401084011;1.48586810228802;0.278833107191316;1.40419964061755;0.044494573582813;1.34690840326907;0.064315352697096;1.57427916406146;0.043668122270742;2.31339031339031
0.057210494409785;1.29256198347107;0.036969571446054;1.79055504795277;0.004354136429608;2.42568136522699;0.307339000489466;0.879980021776263;0.20476858345021;1.61666666666667;0.199714693295292;1.64507042253521;0.195099211135881;1.50380102267554;0.281842818428184;1.54078061911171;0.21438263229308;1.54934321023873;;;0.030428769017981;1.597422838629;0.018922852983988;3.10541310541311
0.029090602147072;1.06446280991736;0.025769150869517;1.68761057644625;;;0.209357799998002;0.930943671398175;0.161290322580645;1.69;0.152639087018545;1.80732394366197;0.103214408152382;1.49121112136971;0.205962059620596;1.58277254374159;0.099050203527816;1.9801122153361;;;;;;
;;;;;;0.159663966276758;0.968242215984576;0.11781206171108;1.74666666666667;0.106990014265335;2.01915492957747;0.043809257771191;1.39475819836423;0.113821138211382;1.69259757738896;0.057666214382632;2.87758847042429;;;;;;
;;;;;;0.105712773077346;1.01230618625698;0.067321178120617;1.78666666666667;0.059914407988588;2.25802816901408;0.018231485999431;1.22088086501155;0.069105691056911;1.7507402422611;0.039348710990502;3.20847849206058;;;;;;
;;;;;;0.05488417624789;1.5323089832083;0.039270687237027;1.74666666666667;0.035663338088445;2.97014084507042;;;0.035230352303523;1.79919246298789;0.006784260515604;2.6702409329275;;;;;;
;;;;;;0.026601004904654;1.74506268167697;0.007012622720898;0.573333333333333;;;;;;;;;;;;;;
